ITMNUM;COMPNUM;DIST_QTY
BELLALED80000104DE;PK2586976;1.0000000000000
BELLALED80000104DE;0020;1.0000000000000
BELLALED80000216DE;0020;1.0000000000000
BELLALED80000216DE;B900010216DE;1.0000000000000
BELLALED80000216DE;PK2586976;1.0000000000000
BELLALED80000216DE;BMCN117;1.0000000000000
BELLALED80000216DE;B900BASIC1/2;1.0000000000000
BELLASET100000101DE;B901BASIC1/2;1.0000000000000
BELLASET100000101DE;B901010101DE;1.0000000000000
BELLASET100000101DE;C126BASIC1/2;1.0000000000000
BELLASET100000101DE;A110XL020101DE;1.0000000000000
BELLASET100000101DE;C126030101DE;1.0000000000000
BELLASET100000101DE;PK2587076;1.0000000000000
BELLASET100000101DE;0020;1.0000000000000
BELLASET80000101DE;0020;1.0000000000000
BELLASET80000101DE;A110XL020101DE;1.0000000000000
BELLASET80000101DE;B900010101DE;1.0000000000000
BELLASET80000101DE;PK2586976;1.0000000000000
BELLASET80000101DE;C108BASIC1/2;1.0000000000000
BELLASET80000101DE;C108030101DE;1.0000000000000
BELLASET80000101DE;B900BASIC1/2;1.0000000000000
BMCROSS1;BMCN100;1.0000000000000
BMCROSS10;BMDE100;2.0000000000000
BMCROSS11;BMDE101;1.0000000000000
BMCROSS12;BMDE101;2.0000000000000
BMCROSS13;BMDE102;1.0000000000000
BMCROSS14;BMDE102;2.0000000000000
BMCROSS15;BMDE103;1.0000000000000
BMCROSS16;BMDE103;2.0000000000000
BMCROSS17;BMDE104;1.0000000000000
BMCROSS18;BMDE104;2.0000000000000
BMCROSS19;BMDE105;1.0000000000000
BMCROSS2;BMCN101;1.0000000000000
BMCROSS20;BMDE105;2.0000000000000
BMCROSS21;BMDE106;1.0000000000000
BMCROSS22;BMDE106;2.0000000000000
BMCROSS23;BMDE107;1.0000000000000
BMCROSS24;BMDE107;2.0000000000000
BMCROSS25;BMDE108;1.0000000000000
BMCROSS26;BMDE108;2.0000000000000
BMCROSS27;BMDE109;1.0000000000000
BMCROSS28;BMDE109;2.0000000000000
BMCROSS29;BMDE110;1.0000000000000
BMCROSS3;BMIT100;2.0000000000000
BMCROSS30;BMDE110;2.0000000000000
BMCROSS31;BMDE111;1.0000000000000
BMCROSS32;BMDE111;2.0000000000000
BMCROSS33;BMCN102;1.0000000000000
BMCROSS4;BMCN100;1.0000000000000
BMCROSS4;BMCN101;1.0000000000000
BMCROSS4;BMIT100;2.0000000000000
BMCROSS41;BMIT100;2.0000000000000
BMCROSS41;BMCN113;1.0000000000000
BMCROSS42;BMCN114;1.0000000000000
BMCROSS42;BMIT100;2.0000000000000
BMCROSS43;BMCN110;1.0000000000000
BMCROSS45;BMCN140;1.0000000000000
BMCROSS46;BMPL110;1.0000000000000
BMCROSS5;BMCN100;2.0000000000000
BMCROSS5;BMCN101;2.0000000000000
BMCROSS5;BMIT100;4.0000000000000
BMCROSS52;BMCN127;1.0000000000000
BMCROSS54;BMCN101;2.0000000000000
BMCROSS55;BMCN100;2.0000000000000
BMCROSS57;BMIT100;4.0000000000000
BMCROSS58;BMCN131;1.0000000000000
BMCROSS59;BMCN132;1.0000000000000
BMCROSS6;BMCN100;1.0000000000000
BMCROSS6;BMCN101;1.0000000000000
BMCROSS6;BMIT100;4.0000000000000
BMCROSS60;BMCN133;1.0000000000000
BMCROSS61;BMCN134;1.0000000000000
BMCROSS62;BMCN135;1.0000000000000
BMCROSS7;BMCN109;1.0000000000000
BMCROSS7;BMIT100;2.0000000000000
BMCROSS71;BMCN155;1.0000000000000
BMCROSS72;BMCN156;1.0000000000000
BMCROSS73;BMCN157;1.0000000000000
BMCROSS74;BMCN158;1.0000000000000
BMCROSS75;BMCN160;1.0000000000000
BMCROSS8;BMCN109;2.0000000000000
BMCROSS9;BMDE100;1.0000000000000
CASAINFINITY750000101DE;A10904;1.0000000000000
CASAINFINITY750000101DE;B133010101DE;1.0000000000000
CASAINFINITY750000103DE;B133010103DE;1.0000000000000
CASAINFINITY750000103DE;A10904;1.0000000000000
CASAINFINITY750000104DE;A10904;1.0000000000000
CASAINFINITY750000104DE;B133010104DE;1.0000000000000
CASAINFINITY750000204DE;A10904;1.0000000000000
CASAINFINITY750000204DE;B133010204DE;1.0000000000000
CASAINFINITY750000214DE;A10904;1.0000000000000
CASAINFINITY750000214DE;B133010214DE;1.0000000000000
CASAINFINITY750000216DE;A10904;1.0000000000000
CASAINFINITY750000216DE;B133010216DE;1.0000000000000
CASAINFINITY750STAND000101DE;A10904;1.0000000000000
CASAINFINITY750STAND000101DE;B133010101DE;1.0000000000000
CASAINFINITY750STAND000101DE;BMCN162;1.0000000000000
CASAINFINITY750STAND000101DE;0024;6.0000000000000
CASAINFINITY750STAND000103DE;0024;6.0000000000000
CASAINFINITY750STAND000103DE;A10904;1.0000000000000
CASAINFINITY750STAND000103DE;BMCN162;1.0000000000000
CASAINFINITY750STAND000103DE;B133010103DE;1.0000000000000
CASAINFINITY750STAND000104DE;0024;6.0000000000000
CASAINFINITY750STAND000104DE;B133010104DE;1.0000000000000
CASAINFINITY750STAND000104DE;A10904;1.0000000000000
CASAINFINITY750STAND000104DE;BMCN162;1.0000000000000
CASAINFINITY750STAND000204DE;A10904;1.0000000000000
CASAINFINITY750STAND000204DE;0024;6.0000000000000
CASAINFINITY750STAND000204DE;B133010204DE;1.0000000000000
CASAINFINITY750STAND000204DE;BMCN162;1.0000000000000
CASAINFINITY750STAND000214DE;A10904;1.0000000000000
CASAINFINITY750STAND000214DE;B133010214DE;1.0000000000000
CASAINFINITY750STAND000214DE;BMCN162;1.0000000000000
CASAINFINITY750STAND000214DE;0024;6.0000000000000
CASAINFINITY750STAND000216DE;0024;6.0000000000000
CASAINFINITY750STAND000216DE;A10904;1.0000000000000
CASAINFINITY750STAND000216DE;B133010216DE;1.0000000000000
CASAINFINITY750STAND000216DE;BMCN162;1.0000000000000
CASALIMES000104DE;A10604;1.0000000000000
CASALIMESXL000103DE;B106XL010103DE;1.0000000000000
CASALIMESXL000103DE;A10604;1.0000000000000
CASALIMESXL000104DE;A10604;1.0000000000000
CASALIMESXL000104DE;B106XL010104DE;1.0000000000000
CASALIMESXL000202DE;B106XL010202DE;1.0000000000000
CASALIMESXL000202DE;A10604;1.0000000000000
CENTAURILINKS00;FERTIGCENTAURILINKS;1.0000000000000
CENTAURILINKS00XBUE;FERTIGCENTAURILINKSXBUE;1.0000000000000
CENTAURILINKS00XOA;FERTIGCENTAURILINKSXOA;1.0000000000000
CENTAURIRECHTS00;FERTIGCENTAURIRECHTS;1.0000000000000
CENTAURIRECHTS00XBUE;FERTIGCENTAURIRECHTSXBUE;1.0000000000000
CENTAURIRECHTS00XOA;FERTIGCENTAURIRECHTSXOA;1.0000000000000
CLASSICOXL000101DE;B199010101DE;1.0000000000000
CLASSICOXL000101DE;A19404V2;2.0000000000000
CLASSICOXL000103DE;B199010103DE;1.0000000000000
CLASSICOXL000103DE;A19404V2;2.0000000000000
CLASSICOXL000104DE;B199010104DE;1.0000000000000
CLASSICOXL000104DE;A19404V2;2.0000000000000
CLASSICOXL000202DE;B199010202DE;1.0000000000000
CLASSICOXL000202DE;A19404V2;2.0000000000000
COLOSSOS000101DE;A399010101DE;1.0000000000000
COLOSSOS000101DE;A39904;1.0000000000000
COLOSSOS000103DE;A39904;1.0000000000000
COLOSSOS000103DE;A399010103DE;1.0000000000000
COLOSSOS000104DE;A39904;1.0000000000000
COLOSSOS000104DE;A399010104DE;1.0000000000000
COLOSSOS000202DE;A399010202DE;1.0000000000000
COLOSSOS000202DE;A39904;1.0000000000000
COLOSSOS000204DE;A399010204DE;1.0000000000000
COLOSSOS000204DE;A39904;1.0000000000000
COLOSSOS000214DE;A399010214DE;1.0000000000000
COLOSSOS000214DE;A39904;1.0000000000000
COLOSSOS000215DE;A399010215DE;1.0000000000000
COLOSSOS000215DE;A39904;1.0000000000000
COLOSSOS000216DE;A399010216DE;1.0000000000000
COLOSSOS000216DE;A39904;1.0000000000000
COLOSSOS160000101DE;A398010101DE;1.0000000000000
COLOSSOS160000101DE;A39804;1.0000000000000
COLOSSOS160000103DE;A398010103DE;1.0000000000000
COLOSSOS160000103DE;A39804;1.0000000000000
COLOSSOS160000104DE;A398010104DE;1.0000000000000
COLOSSOS160000104DE;A39804;1.0000000000000
COLOSSOS160000202DE;A398010202DE;1.0000000000000
COLOSSOS160000202DE;A39804;1.0000000000000
COLOSSOS160000204DE;A398010204DE;1.0000000000000
COLOSSOS160000204DE;A39804;1.0000000000000
COLOSSOS160000214DE;A398010214DE;1.0000000000000
COLOSSOS160000214DE;A39804;1.0000000000000
COLOSSOS160000216DE;A39804;1.0000000000000
COLOSSOS160000216DE;A398010216DE;1.0000000000000
COLOSSOS180000101DE;A397010101DE;1.0000000000000
COLOSSOS180000101DE;A39704;1.0000000000000
COLOSSOS180000103DE;A397010103DE;1.0000000000000
COLOSSOS180000103DE;A39704;1.0000000000000
COLOSSOS180000104DE;A397010104DE;1.0000000000000
COLOSSOS180000104DE;A39704;1.0000000000000
COLOSSOS180000202DE;A397010202DE;1.0000000000000
COLOSSOS180000202DE;A39704;1.0000000000000
COLOSSOS180000204DE;A397010204DE;1.0000000000000
COLOSSOS180000204DE;A39704;1.0000000000000
COLOSSOS180000214DE;A397010214DE;1.0000000000000
COLOSSOS180000214DE;A39704;1.0000000000000
COLOSSOS180000216DE;A397010216DE;1.0000000000000
COLOSSOS180000216DE;A39704;1.0000000000000
CONSTANTIN-LINKS00DE;FERTIGCONSTANTINLINKS;1.0000000000000
CONSTANTIN-LINKS00XBUE;FERTIGCONSTANTINLINKSXBUE;1.0000000000000
CONSTANTIN-LINKS00XOA;FERTIGCONSTANTINLINKSXOA;1.0000000000000
CONSTANTIN-RECHTS00DE;FERTIGCONSTANTINRECHTS;1.0000000000000
CONSTANTIN-RECHTS00XBUE;FERTIGCONSTANTINRECHTSXBUE;1.0000000000000
CONSTANTIN-RECHTS00XOA;FERTIGCONSTANTINRECHTSXOA;1.0000000000000
DAMO100010000101DE;A71004010;1.0000000000000
DAMO100010000101DE;A710010101DE;1.0000000000000
DAMO100011000101DE;A71004011;1.0000000000000
DAMO100011000101DE;A710010101DE;1.0000000000000
DAMO100012000101DE;A71004012;1.0000000000000
DAMO100012000101DE;A710010101DE;1.0000000000000
DAMO100020000101DE;A71004020;1.0000000000000
DAMO100020000101DE;A710010101DE;1.0000000000000
DAMO100021000101DE;A710010101DE;1.0000000000000
DAMO100021000101DE;A71004021;1.0000000000000
DAMO100022000101DE;A71004022;1.0000000000000
DAMO100022000101DE;A710010101DE;1.0000000000000
DAMO130010000101DE;A71304010;1.0000000000000
DAMO130010000101DE;A713010101DE;1.0000000000000
DAMO130011000101DE;A71304011;1.0000000000000
DAMO130011000101DE;A713010101DE;1.0000000000000
DAMO130012000101DE;A71304012;1.0000000000000
DAMO130012000101DE;A713010101DE;1.0000000000000
DAMO130020000101DE;A71304020;1.0000000000000
DAMO130020000101DE;A713010101DE;1.0000000000000
DAMO130021000101DE;A71304021;1.0000000000000
DAMO130021000101DE;A713010101DE;1.0000000000000
DAMO130022000101DE;A71304022;1.0000000000000
DAMO130022000101DE;A713010101DE;1.0000000000000
DAMO75010000101DE;A70704010;1.0000000000000
DAMO75010000101DE;A707010101DE;1.0000000000000
DAMO75011000101DE;A70704011;1.0000000000000
DAMO75011000101DE;A707010101DE;1.0000000000000
DAMO75020000101DE;A70704020;1.0000000000000
DAMO75020000101DE;A707010101DE;1.0000000000000
DAMO75021000101DE;A70704021;1.0000000000000
DAMO75021000101DE;A707010101DE;1.0000000000000
DAMOLED100010000101DE;A71004010;1.0000000000000
DAMOLED100010000101DE;A710010101DE;1.0000000000000
DAMOLED100010000101DE;BMCN119;1.0000000000000
DAMOLED100011000101DE;A71004011;1.0000000000000
DAMOLED100011000101DE;A710010101DE;1.0000000000000
DAMOLED100011000101DE;BMCN119;1.0000000000000
DAMOLED100012000101DE;A71004012;1.0000000000000
DAMOLED100012000101DE;A710010101DE;1.0000000000000
DAMOLED100012000101DE;BMCN119;1.0000000000000
DAMOLED100020000101DE;A71004020;1.0000000000000
DAMOLED100020000101DE;A710010101DE;1.0000000000000
DAMOLED100020000101DE;BMCN119;1.0000000000000
DAMOLED100021000101DE;A71004021;1.0000000000000
DAMOLED100021000101DE;A710010101DE;1.0000000000000
DAMOLED100021000101DE;BMCN119;1.0000000000000
DAMOLED100022000101DE;A71004022;1.0000000000000
DAMOLED100022000101DE;A710010101DE;1.0000000000000
DAMOLED100022000101DE;BMCN119;1.0000000000000
DAMOLED130010000101DE;A71304010;1.0000000000000
DAMOLED130010000101DE;A713010101DE;1.0000000000000
DAMOLED130010000101DE;BMCN120;1.0000000000000
DAMOLED130011000101DE;BMCN120;1.0000000000000
DAMOLED130011000101DE;A71304011;1.0000000000000
DAMOLED130011000101DE;A713010101DE;1.0000000000000
DAMOLED130012000101DE;A71304012;1.0000000000000
DAMOLED130012000101DE;A713010101DE;1.0000000000000
DAMOLED130012000101DE;BMCN120;1.0000000000000
DAMOLED130020000101DE;BMCN120;1.0000000000000
DAMOLED130020000101DE;A71304020;1.0000000000000
DAMOLED130020000101DE;A713010101DE;1.0000000000000
DAMOLED130021000101DE;A71304021;1.0000000000000
DAMOLED130021000101DE;A713010101DE;1.0000000000000
DAMOLED130021000101DE;BMCN120;1.0000000000000
DAMOLED130022000101DE;BMCN120;1.0000000000000
DAMOLED130022000101DE;A71304022;1.0000000000000
DAMOLED130022000101DE;A713010101DE;1.0000000000000
DAMOLED75010000101DE;A70704010;1.0000000000000
DAMOLED75010000101DE;A707010101DE;1.0000000000000
DAMOLED75010000101DE;BMCN116;1.0000000000000
DAMOLED75011000101DE;A70704011;1.0000000000000
DAMOLED75011000101DE;A707010101DE;1.0000000000000
DAMOLED75011000101DE;BMCN116;1.0000000000000
DAMOLED75020000101DE;A70704020;1.0000000000000
DAMOLED75020000101DE;A707010101DE;1.0000000000000
DAMOLED75020000101DE;BMCN116;1.0000000000000
DAMOLED75021000101DE;A70704021;1.0000000000000
DAMOLED75021000101DE;A707010101DE;1.0000000000000
DAMOLED75021000101DE;BMCN116;1.0000000000000
DESIGN1200000101DE;A361010101DE;1.0000000000000
DESIGN1200000101DE;A15904;1.0000000000000
DESIGN1200000103DE;A361010103DE;1.0000000000000
DESIGN1200000103DE;A15904;1.0000000000000
DESIGN1200000104DE;A361010104DE;1.0000000000000
DESIGN1200000104DE;A15904;1.0000000000000
DESIGN1200000202DE;A361010202DE;1.0000000000000
DESIGN1200000202DE;A15904;1.0000000000000
DESIGN1200000204DE;A361010204DE;1.0000000000000
DESIGN1200000204DE;A15904;1.0000000000000
DESIGN1200000214DE;A361010214DE;1.0000000000000
DESIGN1200000214DE;A15904;1.0000000000000
DESIGN1200000215DE;A361010215DE;1.0000000000000
DESIGN1200000215DE;A15904;1.0000000000000
DESIGN1200DOPPEL000101DE;A361010101DE;1.0000000000000
DESIGN1200DOPPEL000101DE;A14804;1.0000000000000
DESIGN1200DOPPEL000103DE;A361010103DE;1.0000000000000
DESIGN1200DOPPEL000103DE;A14804;1.0000000000000
DESIGN1200DOPPEL000104DE;A361010104DE;1.0000000000000
DESIGN1200DOPPEL000104DE;A14804;1.0000000000000
DESIGN1200DOPPEL000202DE;A361010202DE;1.0000000000000
DESIGN1200DOPPEL000202DE;A14804;1.0000000000000
DESIGN1200DOPPEL000204DE;A361010204DE;1.0000000000000
DESIGN1200DOPPEL000204DE;A14804;1.0000000000000
DESIGN1200DOPPEL000214DE;A361010214DE;1.0000000000000
DESIGN1200DOPPEL000214DE;A14804;1.0000000000000
DESIGN1200DOPPEL000215DE;A361010215DE;1.0000000000000
DESIGN1200DOPPEL000215DE;A14804;1.0000000000000
DESIGN700000101DE;A362010101DE;1.0000000000000
DESIGN700000101DE;A15604;1.0000000000000
DESIGN700000103DE;A362010103DE;1.0000000000000
DESIGN700000103DE;A15604;1.0000000000000
DESIGN700000104DE;A362010104DE;1.0000000000000
DESIGN700000104DE;A15604;1.0000000000000
DESIGN700000202DE;A362010202DE;1.0000000000000
DESIGN700000202DE;A15604;1.0000000000000
DESIGN700000204DE;A362010204DE;1.0000000000000
DESIGN700000204DE;A15604;1.0000000000000
DESIGN700000214DE;A362010214DE;1.0000000000000
DESIGN700000214DE;A15604;1.0000000000000
DESIGN700000215DE;A362010215DE;1.0000000000000
DESIGN700000215DE;A15604;1.0000000000000
DESIGN750000101DE;A363010101DE;1.0000000000000
DESIGN750000101DE;A15704;1.0000000000000
DESIGN750000103DE;A363010103DE;1.0000000000000
DESIGN750000103DE;A15704;1.0000000000000
DESIGN750000104DE;A363010104DE;1.0000000000000
DESIGN750000104DE;A15704;1.0000000000000
DESIGN750000202DE;A363010202DE;1.0000000000000
DESIGN750000202DE;A15704;1.0000000000000
DESIGN750000204DE;A363010204DE;1.0000000000000
DESIGN750000204DE;A15704;1.0000000000000
DESIGN750000214DE;A363010214DE;1.0000000000000
DESIGN750000214DE;A15704;1.0000000000000
DESIGN750000215DE;A363010215DE;1.0000000000000
DESIGN750000215DE;A15704;1.0000000000000
DESIGN750000216DE;A363010216DE;1.0000000000000
DESIGN750000216DE;A15704;1.0000000000000
DESIGN900000101DE;A360010101DE;1.0000000000000
DESIGN900000101DE;A15804;1.0000000000000
DESIGN900000103DE;A360010103DE;1.0000000000000
DESIGN900000103DE;A15804;1.0000000000000
DESIGN900000104DE;A360010104DE;1.0000000000000
DESIGN900000104DE;A15804;1.0000000000000
DESIGN900000202DE;A360010202DE;1.0000000000000
DESIGN900000202DE;A15804;1.0000000000000
DESIGN900000204DE;A360010204DE;1.0000000000000
DESIGN900000204DE;A15804;1.0000000000000
DESIGN900000214DE;A360010214DE;1.0000000000000
DESIGN900000214DE;A15804;1.0000000000000
DESIGN900000215DE;A360010215DE;1.0000000000000
DESIGN900000215DE;A15804;1.0000000000000
DESIGN900000216DE;A360010216DE;1.0000000000000
DESIGN900000216DE;A15804;1.0000000000000
DEUSXBUE;FERTIGDEUSXBUE;1.0000000000000
DEUSXOA;FERTIGDEUSXOA;1.0000000000000
DIVINAXOA;FERTIGDIVINAXOA;1.0000000000000
DOMINO1000000101DE;B291010101DE;1.0000000000000
DOMINO1000000101DE;B291BASIC1/2;1.0000000000000
DOMINO1000000101DE;A11304;1.0000000000000
DOMINO600000101DE;A11204;1.0000000000000
DOMINO600000101DE;B292010101DE;1.0000000000000
DOMINO750000101DE;B290BASIC1/2;1.0000000000000
DOMINO750000101DE;A10904;1.0000000000000
DOMINO750000101DE;B290010101DE;1.0000000000000
DOMINOSLIMLINE000101DE;B293010101DE;1.0000000000000
DOMINOSLIMLINE000101DE;A10104;1.0000000000000
ENJOY00;FERTIGENJOY;1.0000000000000
ENJOY00XBUE;FERTIGENJOYXBUE;1.0000000000000
ENJOY00XOA;FERTIGENJOYXOA;1.0000000000000
ENJOYVOLKS00DE;FERTIGENJOYVOLKS;1.0000000000000
EOS00;FERTIGEOS;1.0000000000000
EOS00XBUE;FERTIGEOSXBUE;1.0000000000000
EOS00XOA;FERTIGEOSXOA;1.0000000000000
EOSVOLKS00DE;FERTIGEOSVOLKS;1.0000000000000
EQUINOX1000000101DE;B149010101DE;1.0000000000000
EQUINOX1000000101DE;B149BASIC1/2;1.0000000000000
EQUINOX1000000101DE;A14904V2;1.0000000000000
EQUINOX1000000103DE;A14904V2;1.0000000000000
EQUINOX1000000103DE;B149010103DE;1.0000000000000
EQUINOX1000000103DE;B149BASIC1/2;1.0000000000000
EQUINOX1000000104DE;B149BASIC1/2;1.0000000000000
EQUINOX1000000104DE;B149010104DE;1.0000000000000
EQUINOX1000000104DE;A14904V2;1.0000000000000
FIRENZE140000101DE;A69804;1.0000000000000
FIRENZE140000101DE;B698010101DE;1.0000000000000
FIRENZE140000104DE;A69804;1.0000000000000
FIRENZE140000104DE;B698010104DE;1.0000000000000
FIRENZESET1003000101DE;A61204;1.0000000000000
FIRENZESET1003000101DE;BMCN119;1.0000000000000
FIRENZESET1003000101DE;A110XL020101DE;1.0000000000000
FIRENZESET1003000101DE;B612BASIC;1.0000000000000
FIRENZESET1003000101DE;B612010101DE;1.0000000000000
FIRENZESET1003000104DE;B612010104DE;1.0000000000000
FIRENZESET1003000104DE;B612BASIC;1.0000000000000
FIRENZESET1003000104DE;A61204;1.0000000000000
FIRENZESET1003000104DE;BMCN119;1.0000000000000
FIRENZESET1003000104DE;A110XL020104DE;1.0000000000000
FIRENZESET1005000101DE;B612010101DE;1.0000000000000
FIRENZESET1005000101DE;B612BASIC;1.0000000000000
FIRENZESET1005000101DE;A61204;1.0000000000000
FIRENZESET1005000101DE;BMCN119;1.0000000000000
FIRENZESET1005000101DE;A110XL020101DE;1.0000000000000
FIRENZESET1005000101DE;A154020101DE;1.0000000000000
FIRENZESET1005000101DE;A151020101DE;1.0000000000000
FIRENZESET1005000104DE;B612010104DE;1.0000000000000
FIRENZESET1005000104DE;B612BASIC;1.0000000000000
FIRENZESET1005000104DE;A61204;1.0000000000000
FIRENZESET1005000104DE;BMCN119;1.0000000000000
FIRENZESET1005000104DE;A110XL020104DE;1.0000000000000
FIRENZESET1005000104DE;A154020104DE;1.0000000000000
FIRENZESET1005000104DE;A151020104DE;1.0000000000000
FIRENZESET603000101DE;B607010101DE;1.0000000000000
FIRENZESET603000101DE;A11204;1.0000000000000
FIRENZESET603000101DE;BMCN115;1.0000000000000
FIRENZESET603000101DE;A110XL020101DE;1.0000000000000
FIRENZESET603000104DE;A11204;1.0000000000000
FIRENZESET603000104DE;BMCN115;1.0000000000000
FIRENZESET603000104DE;A110XL020104DE;1.0000000000000
FIRENZESET603000104DE;B607010104DE;1.0000000000000
FIRENZESET605000101DE;B607010101DE;1.0000000000000
FIRENZESET605000101DE;A11204;1.0000000000000
FIRENZESET605000101DE;BMCN115;1.0000000000000
FIRENZESET605000101DE;A110XL020101DE;1.0000000000000
FIRENZESET605000101DE;A154020101DE;1.0000000000000
FIRENZESET605000101DE;A151020101DE;1.0000000000000
FIRENZESET605000104DE;B607010104DE;1.0000000000000
FIRENZESET605000104DE;A11204;1.0000000000000
FIRENZESET605000104DE;BMCN115;1.0000000000000
FIRENZESET605000104DE;A110XL020104DE;1.0000000000000
FIRENZESET605000104DE;A154020104DE;1.0000000000000
FIRENZESET605000104DE;A151020104DE;1.0000000000000
FIRENZESET753000101DE;A62004;1.0000000000000
FIRENZESET753000101DE;B620010101DE;1.0000000000000
FIRENZESET753000101DE;A110XL020101DE;1.0000000000000
FIRENZESET753000101DE;BMCN117;1.0000000000000
FIRENZESET753000104DE;BMCN117;1.0000000000000
FIRENZESET753000104DE;A62004;1.0000000000000
FIRENZESET753000104DE;B620010104DE;1.0000000000000
FIRENZESET753000104DE;A110XL020104DE;1.0000000000000
FIRENZESET755000101DE;A62004;1.0000000000000
FIRENZESET755000101DE;B620010101DE;1.0000000000000
FIRENZESET755000101DE;A110XL020101DE;1.0000000000000
FIRENZESET755000101DE;A154020101DE;1.0000000000000
FIRENZESET755000101DE;A151020101DE;1.0000000000000
FIRENZESET755000101DE;BMCN117;1.0000000000000
FIRENZESET755000104DE;BMCN117;1.0000000000000
FIRENZESET755000104DE;A62004;1.0000000000000
FIRENZESET755000104DE;B620010104DE;1.0000000000000
FIRENZESET755000104DE;A110XL020104DE;1.0000000000000
FIRENZESET755000104DE;A154020104DE;1.0000000000000
FIRENZESET755000104DE;A151020104DE;1.0000000000000
FORTUNA000101DE;A170010101DE;1.0000000000000
FORTUNA000101DE;A11204;1.0000000000000
FORTUNA000101DE;B176010101DE;1.0000000000000
FORTUNA000103DE;A170010103DE;1.0000000000000
FORTUNA000103DE;A11204;1.0000000000000
FORTUNA000103DE;B176010103DE;1.0000000000000
FORTUNA000104DE;B176010104DE;1.0000000000000
FORTUNA000104DE;A170010104DE;1.0000000000000
FORTUNA000104DE;A11204;1.0000000000000
HELIOS000101DE;B179010101DE;1.0000000000000
HELIOS000101DE;A17904;1.0000000000000
HELIOS000103DE;B179010103DE;1.0000000000000
HELIOS000103DE;A17904;1.0000000000000
HELIOS000104DE;B179010104DE;1.0000000000000
HELIOS000104DE;A17904;1.0000000000000
HELIOS000202DE;B179010202DE;1.0000000000000
HELIOS000202DE;A17904;1.0000000000000
HELIOS000216DE;B179010216DE;1.0000000000000
HELIOS000216DE;A17904;1.0000000000000
HELIOSSET000101DE;A17904;1.0000000000000
HELIOSSET000101DE;B179010101DE;1.0000000000000
HELIOSSET000101DE;BMCN120;1.0000000000000
HELIOSSET000101DE;A110XL020101DE;2.0000000000000
HELIOSSET000103DE;A17904;1.0000000000000
HELIOSSET000103DE;B179010103DE;1.0000000000000
HELIOSSET000103DE;BMCN120;1.0000000000000
HELIOSSET000103DE;A110XL020103DE;2.0000000000000
HELIOSSET000104DE;A17904;1.0000000000000
HELIOSSET000104DE;B179010104DE;1.0000000000000
HELIOSSET000104DE;BMCN120;1.0000000000000
HELIOSSET000104DE;A110XL020104DE;2.0000000000000
HELIOSSET000216DE;A17904;1.0000000000000
HELIOSSET000216DE;B179010216DE;1.0000000000000
HELIOSSET000216DE;BMCN120;1.0000000000000
HELIOSSET000216DE;A110XL020216DE;2.0000000000000
HOME1000000101DE;A11304;1.0000000000000
HOME1000000101DE;B249010101DE;1.0000000000000
HOME1000000101DE;B249BASIC010101DE;1.0000000000000
HOME600000101DE;A11204;1.0000000000000
